itemname,itemid,charname,charid,locked_sources
Jhakri Slops +2,25883,Spaz,17,Ambuscade[gate not met]
Jhakri Slops +2,25883,Testa,7,Ambuscade[gate not met]
Jindachi,16984,Oopsiepoopsie,27,Crafting[gate not met]
Jindachi +1,16985,Oopsiepoopsie,27,Crafting[gate not met]
Jinx Ampulla,19245,Oopsiepoopsie,27,Voidwatch[gate not met] | drop:Shoggoth(North Gustaberg [S])[gate not met] | drop:Shoggoth(Pashhow Marshlands [S])[gate not met] | drop:Shoggoth(North Gustaberg)[gate not met] | drop:Shoggoth(Pashhow Marshlands)[gate not met]
Jinx Discus,19261,Oopsiepoopsie,27,drop:Gaizkin(Abyssea-Attohwa)[gate not met]
Jinxed Bliaut,25701,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Bonnet,25624,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Boots,27488,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Coif,25626,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Coronet,25620,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Cuffs,27132,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Domaru,25695,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Doublet,25699,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Gages,27130,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Gamashes,27484,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Gambieras,27480,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Gauntlets,27124,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Hakama,27311,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Haubert,25693,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Hose,27309,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Jacket,25697,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Kecks,27313,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Mitra,25628,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Nails,27486,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Slops,27315,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Somen,25622,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Sune-ate,27482,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Tekko,27126,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Tights,27317,Oopsiepoopsie,27,Crafting[gate not met]
Jinxed Wristbands,27128,Oopsiepoopsie,27,Crafting[gate not met]
Jo. Escutcheon,26427,Oopsiepoopsie,27,Crafting[gate not met]
Joiner's Ecu,26424,Oopsiepoopsie,27,Crafting[gate not met]
Joiner's Scutum,26425,Oopsiepoopsie,27,Crafting[gate not met]
Joiner's Shield,26426,Oopsiepoopsie,27,Crafting[gate not met]
Jokushu Chain,27525,Oopsiepoopsie,27,Geas Fete[gate not met]
Jokushu Haidate,27318,Oopsiepoopsie,27,Geas Fete[gate not met]
Jokushunoibuki,22256,Oopsiepoopsie,27,Geas Fete[gate not met]
Jokushuono,20846,Oopsiepoopsie,27,Geas Fete[gate not met]
Jolt Axe,17954,Oopsiepoopsie,27,Crafting[gate not met]
Jolt Counter,21506,Oopsiepoopsie,27,Crafting[gate not met]
Jolt Counter +1,21507,Oopsiepoopsie,27,Crafting[gate not met]
Joyeuse,17652,Oopsiepoopsie,27,drop:Charybdis(Sea Serpent Grotto)[gate not met]
Jr.msk. Tuck +1,17666,Oopsiepoopsie,27,Crafting[gate not met]
Jr.msk. Tuck +2,17667,Oopsiepoopsie,27,Crafting[gate not met]
Jr.msk.chakram +1,18134,Oopsiepoopsie,27,Crafting[gate not met]
Jr.msk.chakram +2,18135,Oopsiepoopsie,27,Crafting[gate not met]
Jubilee Shirt,25722,Oopsiepoopsie,27,Cosmetic Boutique[gate not met]
Juggernaut,17928,Oopsiepoopsie,27,drop:Overlord Bakgodek(Monastic Cavern)[gate not met]
Juji Shuriken,17302,Oopsiepoopsie,27,!shop[gate not met] | drop:Yagudo Conquistador(Castle Oztroja)[gate not met] | drop:Yagudo Conquistador(Castle Zvahl Keep)[gate not met] | drop:Yagudo Herald(Sauromugue Champaign)[gate not met] | drop:Yagudo Herald(Castle Oztroja)[gate not met]
Jujitsu Gi,13728,Oopsiepoopsie,27,drop:Poisonhand Gnadgad(Davoi)[gate not met]
Jujitsu Sitabaki,12923,Oopsiepoopsie,27,drop:Poisonhand Gnadgad(Davoi)[gate not met]
Junhanshi Habaki,11374,Oopsiepoopsie,27,Crafting[gate not met]
Junkenshi Habaki,11370,Oopsiepoopsie,27,Crafting[gate not met]
Junrenshi Habaki,11372,Oopsiepoopsie,27,Crafting[gate not met]
Jupiter's Staff,17554,Oopsiepoopsie,27,Crafting[gate not met]
Justaucorps,13744,Oopsiepoopsie,27,Crafting[gate not met]
Justaucorps +1,13745,Oopsiepoopsie,27,Crafting[gate not met]
Justice Sword,17710,Oopsiepoopsie,27,drop:Jailer of Justice(AlTaieu)[gate not met]
Justice Torque,15508,Oopsiepoopsie,27,drop:Jailer of Justice(AlTaieu)[gate not met]
Justiciar's Torque,10934,Bent,29,Gear Vendor[need HL_Tier>=1]
Justiciar's Torque,10934,Corvinos,14,Gear Vendor[need HL_Tier>=1]
Justiciar's Torque,10934,Eir,6,Gear Vendor[need HL_Tier>=1]
Justiciar's Torque,10934,Lantyisstuck,26,Gear Vendor[need HL_Tier>=1]
Justiciar's Torque,10934,Midnightarsal,32,Gear Vendor[need HL_Tier>=1]
Justiciar's Torque,10934,Molly,5,Gear Vendor[need HL_Tier>=1]
Justiciar's Torque,10934,Nut,16,Gear Vendor[need HL_Tier>=1]
Justiciar's Torque,10934,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=1]
Justiciar's Torque,10934,Rirint,4,Gear Vendor[need HL_Tier>=1]
Justiciar's Torque,10934,Ririntwo,9,Gear Vendor[need HL_Tier>=1]
Justiciar's Torque,10934,Spaz,17,Gear Vendor[need HL_Tier>=1]
Justiciar's Torque,10934,Testa,7,Gear Vendor[need HL_Tier>=1]
Jute Boots,28275,Oopsiepoopsie,27,Unity Wanted NM[gate not met] | drop:Strix(Escha ZiTah)[gate not met]
Jute Boots +1,28276,Oopsiepoopsie,27,Unity upgrade[gate not met]
K. Kachina Belt +1,26338,Oopsiepoopsie,27,Crafting[gate not met]
Kaabnax Hat,27737,Bent,29,Gear Vendor[need HL_Tier>=2]
Kaabnax Hat,27737,Corvinos,14,Gear Vendor[need HL_Tier>=2]
Kaabnax Hat,27737,Eir,6,Gear Vendor[need HL_Tier>=2]
Kaabnax Hat,27737,Lantyisstuck,26,Gear Vendor[need HL_Tier>=2]
Kaabnax Hat,27737,Midnightarsal,32,Gear Vendor[need HL_Tier>=2]
Kaabnax Hat,27737,Molly,5,Gear Vendor[need HL_Tier>=2]
Kaabnax Hat,27737,Nut,16,Gear Vendor[need HL_Tier>=2]
Kaabnax Hat,27737,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=2]
Kaabnax Hat,27737,Rirint,4,Gear Vendor[need HL_Tier>=2]
Kaabnax Hat,27737,Ririntwo,9,Gear Vendor[need HL_Tier>=2]
Kaabnax Hat,27737,Spaz,17,Gear Vendor[need HL_Tier>=2]
Kaabnax Hat,27737,Testa,7,Gear Vendor[need HL_Tier>=2]
Kaabnax Trousers,28167,Bent,29,Gear Vendor[need HL_Tier>=2]
Kaabnax Trousers,28167,Corvinos,14,Gear Vendor[need HL_Tier>=2]
Kaabnax Trousers,28167,Eir,6,Gear Vendor[need HL_Tier>=2]
Kaabnax Trousers,28167,Lantyisstuck,26,Gear Vendor[need HL_Tier>=2]
Kaabnax Trousers,28167,Midnightarsal,32,Gear Vendor[need HL_Tier>=2]
Kaabnax Trousers,28167,Molly,5,Gear Vendor[need HL_Tier>=2]
Kaabnax Trousers,28167,Nut,16,Gear Vendor[need HL_Tier>=2]
Kaabnax Trousers,28167,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=2]
Kaabnax Trousers,28167,Rirint,4,Gear Vendor[need HL_Tier>=2]
Kaabnax Trousers,28167,Ririntwo,9,Gear Vendor[need HL_Tier>=2]
Kaabnax Trousers,28167,Spaz,17,Gear Vendor[need HL_Tier>=2]
Kaabnax Trousers,28167,Testa,7,Gear Vendor[need HL_Tier>=2]
Kabura Arrow,17325,Oopsiepoopsie,27,!shop[gate not met]
Kabutowari,16903,Oopsiepoopsie,27,Crafting[gate not met]
Kabutowari +1,16923,Oopsiepoopsie,27,Crafting[gate not met]
Kagiroi,18433,Oopsiepoopsie,27,Crafting[gate not met]
Kaidate,28657,Bent,29,Gear Vendor[need HL_Tier>=1]
Kaidate,28657,Corvinos,14,Gear Vendor[need HL_Tier>=1]
Kaidate,28657,Eir,6,Gear Vendor[need HL_Tier>=1]
Kaidate,28657,Lantyisstuck,26,Gear Vendor[need HL_Tier>=1]
Kaidate,28657,Midnightarsal,32,Gear Vendor[need HL_Tier>=1]
Kaidate,28657,Molly,5,Gear Vendor[need HL_Tier>=1]
Kaidate,28657,Nut,16,Gear Vendor[need HL_Tier>=1]
Kaidate,28657,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=1]
Kaidate,28657,Rirint,4,Gear Vendor[need HL_Tier>=1]
Kaidate,28657,Ririntwo,9,Gear Vendor[need HL_Tier>=1]
Kaidate,28657,Spaz,17,Gear Vendor[need HL_Tier>=1]
Kaidate,28657,Testa,7,Gear Vendor[need HL_Tier>=1]
Kaikias' Cape,10976,Bent,29,Gear Vendor[need HL_Tier>=2]
Kaikias' Cape,10976,Corvinos,14,Gear Vendor[need HL_Tier>=2]
Kaikias' Cape,10976,Eir,6,Gear Vendor[need HL_Tier>=2]
Kaikias' Cape,10976,Lantyisstuck,26,Gear Vendor[need HL_Tier>=2]
Kaikias' Cape,10976,Midnightarsal,32,Gear Vendor[need HL_Tier>=2]
Kaikias' Cape,10976,Molly,5,Gear Vendor[need HL_Tier>=2]
Kaikias' Cape,10976,Nut,16,Gear Vendor[need HL_Tier>=2]
Kaikias' Cape,10976,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=2]
Kaikias' Cape,10976,Rirint,4,Gear Vendor[need HL_Tier>=2]
Kaikias' Cape,10976,Ririntwo,9,Gear Vendor[need HL_Tier>=2]
Kaikias' Cape,10976,Spaz,17,Gear Vendor[need HL_Tier>=2]
Kaikias' Cape,10976,Testa,7,Gear Vendor[need HL_Tier>=2]
Kaiser Belt,13239,Oopsiepoopsie,27,Crafting[gate not met]
Kaiser Knuckles,17481,Oopsiepoopsie,27,Crafting[gate not met]
Kaiser Shield,12388,Oopsiepoopsie,27,Crafting[gate not met]
Kaiser Sword,16631,Oopsiepoopsie,27,drop:Dancing Weapon(Qufim Island)[gate not met]
Kaja Axe,21721,Bent,29,Ambuscade[gate not met]
Kaja Axe,21721,Corvinos,14,Ambuscade[gate not met]
Kaja Axe,21721,Eir,6,Ambuscade[gate not met]
Kaja Axe,21721,Enko,15,Ambuscade[gate not met]
Kaja Axe,21721,Garvtest,21,Ambuscade[gate not met]
Kaja Axe,21721,Herdofturtles,22,Ambuscade[gate not met]
Kaja Axe,21721,Lantyisstuck,26,Ambuscade[gate not met]
Kaja Axe,21721,Midnightarsal,32,Ambuscade[gate not met]
Kaja Axe,21721,Molly,5,Ambuscade[gate not met]
Kaja Axe,21721,Nut,16,Ambuscade[gate not met]
Kaja Axe,21721,Oopsiepoopsie,27,Ambuscade[gate not met]
Kaja Axe,21721,Rirint,4,Ambuscade[gate not met]
Kaja Axe,21721,Ririntwo,9,Ambuscade[gate not met]
Kaja Axe,21721,Souls,12,Ambuscade[gate not met]
Kaja Axe,21721,Spaz,17,Ambuscade[gate not met]
Kaja Axe,21721,Testa,7,Ambuscade[gate not met]
Kaja Bow,22111,Bent,29,Ambuscade[gate not met]
Kaja Bow,22111,Corvinos,14,Ambuscade[gate not met]
Kaja Bow,22111,Eir,6,Ambuscade[gate not met]
Kaja Bow,22111,Enko,15,Ambuscade[gate not met]
Kaja Bow,22111,Garvtest,21,Ambuscade[gate not met]
Kaja Bow,22111,Herdofturtles,22,Ambuscade[gate not met]
Kaja Bow,22111,Lantyisstuck,26,Ambuscade[gate not met]
Kaja Bow,22111,Midnightarsal,32,Ambuscade[gate not met]
Kaja Bow,22111,Molly,5,Ambuscade[gate not met]
Kaja Bow,22111,Nut,16,Ambuscade[gate not met]
Kaja Bow,22111,Oopsiepoopsie,27,Ambuscade[gate not met]
Kaja Bow,22111,Rirint,4,Ambuscade[gate not met]
Kaja Bow,22111,Ririntwo,9,Ambuscade[gate not met]
Kaja Bow,22111,Souls,12,Ambuscade[gate not met]
Kaja Bow,22111,Spaz,17,Ambuscade[gate not met]
Kaja Bow,22111,Testa,7,Ambuscade[gate not met]
Kaja Chopper,21778,Bent,29,Ambuscade[gate not met]
Kaja Chopper,21778,Corvinos,14,Ambuscade[gate not met]
Kaja Chopper,21778,Eir,6,Ambuscade[gate not met]
Kaja Chopper,21778,Enko,15,Ambuscade[gate not met]
Kaja Chopper,21778,Garvtest,21,Ambuscade[gate not met]
Kaja Chopper,21778,Herdofturtles,22,Ambuscade[gate not met]
Kaja Chopper,21778,Lantyisstuck,26,Ambuscade[gate not met]
Kaja Chopper,21778,Midnightarsal,32,Ambuscade[gate not met]
Kaja Chopper,21778,Molly,5,Ambuscade[gate not met]
Kaja Chopper,21778,Nut,16,Ambuscade[gate not met]
Kaja Chopper,21778,Oopsiepoopsie,27,Ambuscade[gate not met]
Kaja Chopper,21778,Rirint,4,Ambuscade[gate not met]
Kaja Chopper,21778,Ririntwo,9,Ambuscade[gate not met]
Kaja Chopper,21778,Souls,12,Ambuscade[gate not met]
Kaja Chopper,21778,Spaz,17,Ambuscade[gate not met]
Kaja Chopper,21778,Testa,7,Ambuscade[gate not met]
Kaja Claymore,21673,Bent,29,Ambuscade[gate not met]
Kaja Claymore,21673,Corvinos,14,Ambuscade[gate not met]
Kaja Claymore,21673,Eir,6,Ambuscade[gate not met]
Kaja Claymore,21673,Enko,15,Ambuscade[gate not met]
Kaja Claymore,21673,Garvtest,21,Ambuscade[gate not met]
Kaja Claymore,21673,Herdofturtles,22,Ambuscade[gate not met]
Kaja Claymore,21673,Lantyisstuck,26,Ambuscade[gate not met]
Kaja Claymore,21673,Midnightarsal,32,Ambuscade[gate not met]
Kaja Claymore,21673,Molly,5,Ambuscade[gate not met]
Kaja Claymore,21673,Nut,16,Ambuscade[gate not met]
Kaja Claymore,21673,Oopsiepoopsie,27,Ambuscade[gate not met]
Kaja Claymore,21673,Rirint,4,Ambuscade[gate not met]
Kaja Claymore,21673,Ririntwo,9,Ambuscade[gate not met]
Kaja Claymore,21673,Souls,12,Ambuscade[gate not met]
Kaja Claymore,21673,Spaz,17,Ambuscade[gate not met]
Kaja Claymore,21673,Testa,7,Ambuscade[gate not met]
Kaja Grip,22217,Bent,29,Ambuscade[gate not met]
Kaja Grip,22217,Corvinos,14,Ambuscade[gate not met]
Kaja Grip,22217,Eir,6,Ambuscade[gate not met]
Kaja Grip,22217,Enko,15,Ambuscade[gate not met]
Kaja Grip,22217,Garvtest,21,Ambuscade[gate not met]
Kaja Grip,22217,Herdofturtles,22,Ambuscade[gate not met]
Kaja Grip,22217,Lantyisstuck,26,Ambuscade[gate not met]
Kaja Grip,22217,Midnightarsal,32,Ambuscade[gate not met]
Kaja Grip,22217,Molly,5,Ambuscade[gate not met]
Kaja Grip,22217,Nut,16,Ambuscade[gate not met]
Kaja Grip,22217,Oopsiepoopsie,27,Ambuscade[gate not met]
Kaja Grip,22217,Rirint,4,Ambuscade[gate not met]
Kaja Grip,22217,Ririntwo,9,Ambuscade[gate not met]
Kaja Grip,22217,Souls,12,Ambuscade[gate not met]
Kaja Grip,22217,Spaz,17,Ambuscade[gate not met]
Kaja Grip,22217,Testa,7,Ambuscade[gate not met]
Kaja Katana,21921,Bent,29,Ambuscade[gate not met]
Kaja Katana,21921,Corvinos,14,Ambuscade[gate not met]
Kaja Katana,21921,Eir,6,Ambuscade[gate not met]
Kaja Katana,21921,Enko,15,Ambuscade[gate not met]
Kaja Katana,21921,Garvtest,21,Ambuscade[gate not met]
Kaja Katana,21921,Herdofturtles,22,Ambuscade[gate not met]
Kaja Katana,21921,Lantyisstuck,26,Ambuscade[gate not met]
Kaja Katana,21921,Midnightarsal,32,Ambuscade[gate not met]
Kaja Katana,21921,Molly,5,Ambuscade[gate not met]
Kaja Katana,21921,Nut,16,Ambuscade[gate not met]
Kaja Katana,21921,Oopsiepoopsie,27,Ambuscade[gate not met]
Kaja Katana,21921,Rirint,4,Ambuscade[gate not met]
Kaja Katana,21921,Ririntwo,9,Ambuscade[gate not met]
Kaja Katana,21921,Souls,12,Ambuscade[gate not met]
Kaja Katana,21921,Spaz,17,Ambuscade[gate not met]
Kaja Katana,21921,Testa,7,Ambuscade[gate not met]
Kaja Knife,21564,Bent,29,Ambuscade[gate not met]
Kaja Knife,21564,Corvinos,14,Ambuscade[gate not met]
Kaja Knife,21564,Eir,6,Ambuscade[gate not met]
Kaja Knife,21564,Enko,15,Ambuscade[gate not met]
Kaja Knife,21564,Garvtest,21,Ambuscade[gate not met]
Kaja Knife,21564,Herdofturtles,22,Ambuscade[gate not met]
Kaja Knife,21564,Lantyisstuck,26,Ambuscade[gate not met]
Kaja Knife,21564,Midnightarsal,32,Ambuscade[gate not met]
Kaja Knife,21564,Molly,5,Ambuscade[gate not met]
Kaja Knife,21564,Nut,16,Ambuscade[gate not met]
Kaja Knife,21564,Oopsiepoopsie,27,Ambuscade[gate not met]
Kaja Knife,21564,Rirint,4,Ambuscade[gate not met]
Kaja Knife,21564,Ririntwo,9,Ambuscade[gate not met]
Kaja Knife,21564,Souls,12,Ambuscade[gate not met]
Kaja Knife,21564,Spaz,17,Ambuscade[gate not met]
Kaja Knife,21564,Testa,7,Ambuscade[gate not met]
Kaja Knuckles,21518,Bent,29,Ambuscade[gate not met]
Kaja Knuckles,21518,Corvinos,14,Ambuscade[gate not met]
Kaja Knuckles,21518,Eir,6,Ambuscade[gate not met]
Kaja Knuckles,21518,Enko,15,Ambuscade[gate not met]
Kaja Knuckles,21518,Garvtest,21,Ambuscade[gate not met]
Kaja Knuckles,21518,Herdofturtles,22,Ambuscade[gate not met]
Kaja Knuckles,21518,Lantyisstuck,26,Ambuscade[gate not met]
Kaja Knuckles,21518,Midnightarsal,32,Ambuscade[gate not met]
Kaja Knuckles,21518,Molly,5,Ambuscade[gate not met]
Kaja Knuckles,21518,Nut,16,Ambuscade[gate not met]
Kaja Knuckles,21518,Oopsiepoopsie,27,Ambuscade[gate not met]
Kaja Knuckles,21518,Rirint,4,Ambuscade[gate not met]
Kaja Knuckles,21518,Ririntwo,9,Ambuscade[gate not met]
Kaja Knuckles,21518,Souls,12,Ambuscade[gate not met]
Kaja Knuckles,21518,Spaz,17,Ambuscade[gate not met]
Kaja Knuckles,21518,Testa,7,Ambuscade[gate not met]
Kaja Lance,21882,Bent,29,Ambuscade[gate not met]
Kaja Lance,21882,Corvinos,14,Ambuscade[gate not met]
Kaja Lance,21882,Eir,6,Ambuscade[gate not met]
Kaja Lance,21882,Enko,15,Ambuscade[gate not met]
Kaja Lance,21882,Garvtest,21,Ambuscade[gate not met]
Kaja Lance,21882,Herdofturtles,22,Ambuscade[gate not met]
Kaja Lance,21882,Lantyisstuck,26,Ambuscade[gate not met]
Kaja Lance,21882,Midnightarsal,32,Ambuscade[gate not met]
Kaja Lance,21882,Molly,5,Ambuscade[gate not met]
Kaja Lance,21882,Nut,16,Ambuscade[gate not met]
Kaja Lance,21882,Oopsiepoopsie,27,Ambuscade[gate not met]
Kaja Lance,21882,Rirint,4,Ambuscade[gate not met]
Kaja Lance,21882,Ririntwo,9,Ambuscade[gate not met]
Kaja Lance,21882,Souls,12,Ambuscade[gate not met]
Kaja Lance,21882,Spaz,17,Ambuscade[gate not met]
Kaja Lance,21882,Testa,7,Ambuscade[gate not met]
Kaja Rod,22030,Oopsiepoopsie,27,Weapon Forge[gate not met]
Kaja Scythe,21829,Bent,29,Ambuscade[gate not met]
Kaja Scythe,21829,Corvinos,14,Ambuscade[gate not met]
Kaja Scythe,21829,Eir,6,Ambuscade[gate not met]
Kaja Scythe,21829,Enko,15,Ambuscade[gate not met]
Kaja Scythe,21829,Garvtest,21,Ambuscade[gate not met]
Kaja Scythe,21829,Herdofturtles,22,Ambuscade[gate not met]
Kaja Scythe,21829,Lantyisstuck,26,Ambuscade[gate not met]
Kaja Scythe,21829,Midnightarsal,32,Ambuscade[gate not met]
Kaja Scythe,21829,Molly,5,Ambuscade[gate not met]
Kaja Scythe,21829,Nut,16,Ambuscade[gate not met]
Kaja Scythe,21829,Oopsiepoopsie,27,Ambuscade[gate not met]
Kaja Scythe,21829,Rirint,4,Ambuscade[gate not met]
Kaja Scythe,21829,Ririntwo,9,Ambuscade[gate not met]
Kaja Scythe,21829,Souls,12,Ambuscade[gate not met]
Kaja Scythe,21829,Spaz,17,Ambuscade[gate not met]
Kaja Scythe,21829,Testa,7,Ambuscade[gate not met]
Kaja Staff,22085,Oopsiepoopsie,27,Weapon Forge[gate not met]
Kaja Sword,21620,Bent,29,Ambuscade[gate not met]
Kaja Sword,21620,Corvinos,14,Ambuscade[gate not met]
Kaja Sword,21620,Eir,6,Ambuscade[gate not met]
Kaja Sword,21620,Enko,15,Ambuscade[gate not met]
Kaja Sword,21620,Garvtest,21,Ambuscade[gate not met]
Kaja Sword,21620,Herdofturtles,22,Ambuscade[gate not met]
Kaja Sword,21620,Lantyisstuck,26,Ambuscade[gate not met]
Kaja Sword,21620,Midnightarsal,32,Ambuscade[gate not met]
Kaja Sword,21620,Molly,5,Ambuscade[gate not met]
Kaja Sword,21620,Nut,16,Ambuscade[gate not met]
Kaja Sword,21620,Oopsiepoopsie,27,Ambuscade[gate not met]
Kaja Sword,21620,Rirint,4,Ambuscade[gate not met]
Kaja Sword,21620,Ririntwo,9,Ambuscade[gate not met]
Kaja Sword,21620,Souls,12,Ambuscade[gate not met]
Kaja Sword,21620,Spaz,17,Ambuscade[gate not met]
Kaja Sword,21620,Testa,7,Ambuscade[gate not met]
Kaja Tachi,21974,Bent,29,Ambuscade[gate not met]
Kaja Tachi,21974,Corvinos,14,Ambuscade[gate not met]
Kaja Tachi,21974,Eir,6,Ambuscade[gate not met]
Kaja Tachi,21974,Enko,15,Ambuscade[gate not met]
Kaja Tachi,21974,Garvtest,21,Ambuscade[gate not met]
Kaja Tachi,21974,Herdofturtles,22,Ambuscade[gate not met]
Kaja Tachi,21974,Lantyisstuck,26,Ambuscade[gate not met]
Kaja Tachi,21974,Midnightarsal,32,Ambuscade[gate not met]
Kaja Tachi,21974,Molly,5,Ambuscade[gate not met]
Kaja Tachi,21974,Nut,16,Ambuscade[gate not met]
Kaja Tachi,21974,Oopsiepoopsie,27,Ambuscade[gate not met]
Kaja Tachi,21974,Rirint,4,Ambuscade[gate not met]
Kaja Tachi,21974,Ririntwo,9,Ambuscade[gate not met]
Kaja Tachi,21974,Souls,12,Ambuscade[gate not met]
Kaja Tachi,21974,Spaz,17,Ambuscade[gate not met]
Kaja Tachi,21974,Testa,7,Ambuscade[gate not met]
Kali,20599,Oopsiepoopsie,27,Geas Fete[gate not met]
Kaman,17156,Oopsiepoopsie,27,Crafting[gate not met]
Kaman +1,17182,Oopsiepoopsie,27,Crafting[gate not met]
Kamayari,16871,Oopsiepoopsie,27,Crafting[gate not met]
Kamayari +1,16872,Oopsiepoopsie,27,Crafting[gate not met]
Kamewari,16968,Oopsiepoopsie,27,Nyzul Isle[gate not met] | drop:Amikiri(Gustav Tunnel)[gate not met]
Kamome,19287,Oopsiepoopsie,27,drop:Sobek(Abyssea-Misareaux)[gate not met]
Kampfbrust,14435,Oopsiepoopsie,27,Crafting[gate not met]
Kampfdiechlings,14332,Oopsiepoopsie,27,Crafting[gate not met]
Kampfhentzes,14863,Oopsiepoopsie,27,Crafting[gate not met]
Kampfschaller,15171,Oopsiepoopsie,27,Crafting[gate not met]
Kampfschuhs,15321,Oopsiepoopsie,27,Crafting[gate not met]
Kanaria,21904,Oopsiepoopsie,27,Geas Fete[gate not met]
Kandza Crackows,28288,Oopsiepoopsie,27,HTBF[gate not met] | drop:HTBF: Legacy Of The Lost(Battlefield)[gate not met]
Kanesada +1,17818,Oopsiepoopsie,27,Crafting[gate not met]
Kanja Hachimaki,11516,Oopsiepoopsie,27,drop:Bloodeye Vileberry(Abyssea-Konschtat)[gate not met]
Kannagi,19813,Oopsiepoopsie,27,Weapon Forge[gate not met]
Kannagi,20974,Oopsiepoopsie,27,Weapon Forge[gate not met]
Kannagi,20975,Oopsiepoopsie,27,Weapon Forge[gate not met]
Kannagi,21908,Oopsiepoopsie,27,Weapon Forge[gate not met]
Kannakiri,21013,Oopsiepoopsie,27,HTBF[gate not met] | drop:HTBF: Trial By Earth(Battlefield)[gate not met]
Kannakiri +1,21004,Oopsiepoopsie,27,HTBF[gate not met] | drop:HTBF: Trial By Earth(Battlefield)[gate not met]
Kannakiri +2,20996,Oopsiepoopsie,27,HTBF[gate not met] | drop:HTBF: Trial By Earth(Battlefield)[gate not met]
Kar. Sollerets +1,28320,Bent,29,Gear Vendor[need HL_Tier>=2]
Kar. Sollerets +1,28320,Corvinos,14,Gear Vendor[need HL_Tier>=2]
Kar. Sollerets +1,28320,Eir,6,Gear Vendor[need HL_Tier>=2]
Kar. Sollerets +1,28320,Lantyisstuck,26,Gear Vendor[need HL_Tier>=2]
Kar. Sollerets +1,28320,Midnightarsal,32,Gear Vendor[need HL_Tier>=2]
Kar. Sollerets +1,28320,Molly,5,Gear Vendor[need HL_Tier>=2]
Kar. Sollerets +1,28320,Nut,16,Gear Vendor[need HL_Tier>=2]
Kar. Sollerets +1,28320,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=2]
Kar. Sollerets +1,28320,Rirint,4,Gear Vendor[need HL_Tier>=2]
Kar. Sollerets +1,28320,Ririntwo,9,Gear Vendor[need HL_Tier>=2]
Kar. Sollerets +1,28320,Spaz,17,Gear Vendor[need HL_Tier>=2]
Kar. Sollerets +1,28320,Testa,7,Gear Vendor[need HL_Tier>=2]
Kara. Earring +1,25523,Oopsiepoopsie,27,Voidwatch[gate not met]
Kara. Earring +2,25524,Oopsiepoopsie,27,Voidwatch[gate not met]
Kara. Farsetto +1,26933,Bent,29,Reforge[gate not met]
Kara. Farsetto +1,26933,Corvinos,14,Reforge[gate not met]
Kara. Farsetto +1,26933,Eir,6,Reforge[gate not met]
Kara. Farsetto +1,26933,Enko,15,Reforge[gate not met]
Kara. Farsetto +1,26933,Garvtest,21,Reforge[gate not met]
Kara. Farsetto +1,26933,Herdofturtles,22,Reforge[gate not met]
Kara. Farsetto +1,26933,Lantyisstuck,26,Reforge[gate not met]
Kara. Farsetto +1,26933,Midnightarsal,32,Reforge[gate not met]
Kara. Farsetto +1,26933,Molly,5,Reforge[gate not met]
Kara. Farsetto +1,26933,Nut,16,Reforge[gate not met]
Kara. Farsetto +1,26933,Oopsiepoopsie,27,Reforge[gate not met]
Kara. Farsetto +1,26933,Rirint,4,Reforge[gate not met]
Kara. Farsetto +1,26933,Ririntwo,9,Reforge[gate not met]
Kara. Farsetto +1,26933,Spaz,17,Reforge[gate not met]
Kara. Farsetto +1,26933,Testa,7,Reforge[gate not met]
Kara. Pantaloni +1,27272,Bent,29,Reforge[gate not met]
Kara. Pantaloni +1,27272,Corvinos,14,Reforge[gate not met]
Kara. Pantaloni +1,27272,Eir,6,Reforge[gate not met]
Kara. Pantaloni +1,27272,Enko,15,Reforge[gate not met]
Kara. Pantaloni +1,27272,Garvtest,21,Reforge[gate not met]
