status,set_group,slot,jobs,ilevel,itemId,name,display,source
available,ebers,head,WHM,119,26745,ebers_cap_+1,ebers_cap_+1,reforge_catalog.lua
available,ebers,legs,WHM,119,23288,ebers_pantaloons_+2,ebers_pant._+2,reforge_catalog.lua
available,ebers,legs,WHM,119,23623,ebers_pantaloons_+3,ebers_pant._+3,reforge_catalog.lua
available,ebers,legs,WHM,119,27242,ebers_pant._+1,ebers_pant._+1,reforge_catalog.lua
available,egeking,main,RDM,119,20720,egeking,egeking,dealer_moogle.lua
available,el,hands,ALL,119,24289,el_bracers_+1,el_bracers_+1,armor_catalog.lua
available,eletta,main,WAR/MNK/RDM/THF/DRK/BST/NIN/PUP/DNC/GEO,119,21517,eletta_knuckles,eletta_knuckles,gear_progression_catalog.lua
available,eletta,main,RDM/THF/BST/BRD/RNG/NIN/COR/PUP/DNC,119,21563,eletta_knife,eletta_knife,gear_progression_catalog.lua
available,eletta,main,WAR/RDM/THF/PLD/DRK/BST/BRD/RNG/NIN/DRG/BLU/COR/GEO/RUN,119,21619,eletta_sword,eletta_sword,gear_progression_catalog.lua
available,eletta,main,WAR/PLD/DRK/GEO/RUN,119,21672,eletta_claymore,eletta_claymore,gear_progression_catalog.lua
available,eletta,main,WAR/DRK/BST/RNG/GEO/RUN,119,21720,eletta_axe,eletta_axe,gear_progression_catalog.lua
available,eletta,main,WAR/DRK/GEO/RUN,119,21777,eletta_chopper,eletta_chopper,gear_progression_catalog.lua
available,eletta,main,WAR/BLM/DRK/BST/GEO,119,21828,eletta_scythe,eletta_scythe,gear_progression_catalog.lua
available,eletta,main,WAR/PLD/SAM/DRG/GEO,119,21881,eletta_lance,eletta_lance,gear_progression_catalog.lua
available,eletta,main,SAM/NIN,119,21973,eletta_tachi,eletta_tachi,gear_progression_catalog.lua
available,eletta,ranged,WAR/RDM/THF/PLD/DRK/BST/RNG/SAM/NIN/GEO,119,22110,eletta_bow,eletta_bow,gear_progression_catalog.lua
available,emeici,main,MNK/PUP,119,20522,emeici_+1,emeici_+1,dealer_moogle.lua
available,emet,body,WAR/MNK/RDM/THF/PLD/DRK/BST/BRD/SAM/NIN/DRG/BLU/COR/DNC/GEO/RUN,119,26871,emet_harness_+1,emet_harness_+1,dealer_moogle.lua
available,emi,feet,WAR/PLD/DRK/BST/DRG/GEO,119,27470,emi._gambieras_+1,emi._gambieras_+1,abjurations.lua
available,emi,hands,WAR/PLD/DRK/BST/DRG/GEO,119,27114,emi._gauntlets_+1,emi._gauntlets_+1,abjurations.lua
available,emicho,body,WAR/PLD/DRK/BST/DRG/GEO,119,25682,emicho_haubert,emicho_haubert,abjurations.lua
available,emicho,body,WAR/PLD/DRK/BST/DRG/GEO,119,25683,emicho_haubert_+1,emicho_haubert_+1,abjurations.lua
available,emicho,feet,WAR/PLD/DRK/BST/DRG/GEO,119,27469,emicho_gambieras,emicho_gambieras,abjurations.lua
available,emicho,hands,WAR/PLD/DRK/BST/DRG/GEO,119,27113,emicho_gauntlets,emicho_gauntlets,abjurations.lua
available,emicho,head,WAR/PLD/DRK/BST/DRG/GEO,119,25609,emicho_coronet,emicho_coronet,abjurations.lua
available,emicho,head,WAR/PLD/DRK/BST/DRG/GEO,119,25610,emicho_coronet_+1,emicho_coronet_+1,blade_shun.lua
available,emicho,legs,WAR/PLD/DRK/BST/DRG/GEO,119,27298,emicho_hose,emicho_hose,abjurations.lua
available,emicho,legs,WAR/PLD/DRK/BST/DRG/GEO,119,27299,emicho_hose_+1,emicho_hose_+1,abjurations.lua
available,emissary,main,RDM,119,20702,emissary,emissary,dealer_moogle.lua
available,emxgha,main,WAR/DRK/BST/GEO/RUN,119,20813,emxgha,emxgha,gear_progression_catalog.lua
available,enchufla,main,DNC,119,20597,enchufla,enchufla,dealer_moogle.lua
available,enforcers,body,MNK/THF/BST/RNG/NIN/BLU/COR/PUP/DNC/GEO/RUN,119,26962,enforcers_harness,enforcers_harness,dealer_moogle.lua
available,epeolatry,main,GEO/RUN,119,21685,epeolatry,epeolatry,dealer_moogle.lua
available,eradicating,ammo,RNG,119,21327,eradicating_bullet,eradicating_bullet,annihilator.lua
available,eri,legs,GEO/RUN,119,27280,eri._leg_guards_+1,eri._leg_guards_+1,reforge_catalog.lua
available,erilaz,body,GEO/RUN,119,23173,erilaz_surcoat_+2,erilaz_surcoat_+2,reforge_catalog.lua
available,erilaz,body,GEO/RUN,119,23508,erilaz_surcoat_+3,erilaz_surcoat_+3,reforge_catalog.lua
available,erilaz,body,GEO/RUN,119,26941,erilaz_surcoat_+1,erilaz_surcoat_+1,reforge_catalog.lua
available,erilaz,feet,GEO/RUN,119,23374,erilaz_greaves_+2,erilaz_greaves_+2,reforge_catalog.lua
available,erilaz,feet,GEO/RUN,119,23709,erilaz_greaves_+3,erilaz_greaves_+3,reforge_catalog.lua
available,erilaz,feet,GEO/RUN,119,27454,erilaz_greaves_+1,erilaz_greaves_+1,reforge_catalog.lua
available,erilaz,hands,GEO/RUN,119,23240,erilaz_gauntlets_+2,erilaz_gauntlets_+2,reforge_catalog.lua
available,erilaz,hands,GEO/RUN,119,23575,erilaz_gauntlets_+3,erilaz_gauntlets_+3,reforge_catalog.lua
available,erilaz,hands,GEO/RUN,119,27095,erilaz_gauntlets_+1,erilaz_gauntlets_+1,reforge_catalog.lua
available,erilaz,head,GEO/RUN,119,23106,erilaz_galea_+2,erilaz_galea_+2,reforge_catalog.lua
available,erilaz,head,GEO/RUN,119,23441,erilaz_galea_+3,erilaz_galea_+3,reforge_catalog.lua
available,erilaz,head,GEO/RUN,119,26783,erilaz_galea_+1,erilaz_galea_+1,reforge_catalog.lua
available,erilaz,legs,GEO/RUN,119,23307,erilaz_leg_guards_+2,eri._leg_guards_+2,reforge_catalog.lua
available,erilaz,legs,GEO/RUN,119,23642,erilaz_leg_guards_+3,eri._leg_guards_+3,reforge_catalog.lua
available,eschite,body,WAR/PLD/DRK/GEO,119,26947,eschite_breast.,eschite_breast.,dealer_moogle.lua
available,eschite,feet,WAR/PLD/DRK/GEO,119,27457,eschite_greaves,eschite_greaves,dealer_moogle.lua
available,eschite,hands,WAR/PLD/DRK/GEO,119,27097,eschite_gauntlets,eschite_gauntlets,dealer_moogle.lua
available,eschite,head,WAR/PLD/DRK/GEO,119,26791,eschite_helm,eschite_helm,dealer_moogle.lua
available,eschite,legs,WAR/PLD/DRK/GEO,119,27282,eschite_cuisses,eschite_cuisses,dealer_moogle.lua
available,eshus,main,MNK/PUP,119,20518,eshus,eshus,dealer_moogle.lua
available,espiritus,main,SMN,119,21149,espiritus,espiritus,dealer_moogle.lua
available,evalach,sub,WAR/RDM/PLD/BST/SAM,119,27637,evalach_+1,evalach_+1,dealer_moogle.lua
available,exalted,main,WAR/PLD/SAM/DRG/GEO,119,21869,exalted_spear,exalted_spear,synth
available,exalted,main,WAR/PLD/SAM/DRG/GEO,119,21870,exalted_spear_+1,exalted_spear_+1,synth
available,exalted,main,MNK/WHM/PLD/DRG/GEO,119,22078,exalted_staff,exalted_staff,synth
available,exalted,main,MNK/WHM/PLD/DRG/GEO,119,22079,exalted_staff_+1,exalted_staff_+1,synth
available,exalted,ranged,WAR/RDM/THF/PLD/DRK/BST/RNG/SAM/NIN/GEO,119,22125,exalted_bow,exalted_bow,synth
available,exalted,ranged,WAR/RDM/THF/PLD/DRK/BST/RNG/SAM/NIN/GEO,119,22126,exalted_bow_+1,exalted_bow_+1,synth
available,exalted,ranged,WAR/THF/DRK/RNG/GEO,119,22137,exalted_c.bow,exalted_c.bow,synth
available,exalted,ranged,WAR/THF/DRK/RNG/GEO,119,22138,exalted_c.bow_+1,exalted_c.bow_+1,synth
available,excalibur,main,RDM/PLD/GEO,119,20645,excalibur,excalibur,excalibur_119.lua
available,excalibur,main,RDM/PLD/GEO,119,20646,excalibur,excalibur,excalibur_119_ii.lua
available,excalibur,main,RDM/PLD/GEO,119,20685,excalibur,excalibur,dealer_moogle.lua
available,exeter,ranged,RNG/COR,119,22152,exeter,exeter,mog_bonanza.lua
available,fail-not,ranged,RNG,119,22117,fail-not,fail-not,dealer_moogle.lua
available,fail-not,ranged,RNG,119,22131,fail-not,fail-not,dealer_moogle.lua
available,faizzeer,main,WAR/BST/GEO,119,20816,faizzeer_+2,faizzeer_+2,dealer_moogle.lua
available,fall,body,DRK,119,23137,fall._cuirass_+2,fall._cuirass_+2,deeds.lua
available,fall,body,DRK,119,23472,fall._cuirass_+3,fall._cuirass_+3,reforge_catalog.lua
available,fall,body,DRK,119,26815,fall._cuirass_+1,fall._cuirass_+1,deeds.lua
available,fall,feet,DRK,119,23338,fall._sollerets_+2,fall._sollerets_+2,deeds.lua
available,fall,feet,DRK,119,23673,fall._sollerets_+3,fall._sollerets_+3,reforge_catalog.lua
available,fall,feet,DRK,119,27343,fall._sollerets_+1,fall._sollerets_+1,deeds.lua
available,fall,hands,DRK,119,23204,fall._fin._gaunt._+2,fall._fin._gaunt._+2,deeds.lua
available,fall,hands,DRK,119,23539,fall._fin._gaunt._+3,fall._fin._gaunt._+3,reforge_catalog.lua
available,fall,hands,DRK,119,26991,fall._fin._gaunt._+1,fall._fin._gaunt._+1,deeds.lua
available,fall,head,DRK,119,23070,fall._burgeonet_+2,fall._burgeonet_+2,deeds.lua
available,fall,head,DRK,119,23405,fall._burgeonet_+3,fall._burgeonet_+3,reforge_catalog.lua
available,fall,head,DRK,119,26639,fall._burgeonet_+1,fall._burgeonet_+1,deeds.lua
available,fall,legs,DRK,119,23271,fall._flanchard_+2,fall._flanchard_+2,deeds.lua
available,fall,legs,DRK,119,23606,fall._flanchard_+3,fall._flanchard_+3,reforge_catalog.lua
available,fall,legs,DRK,119,27167,fall._flanchard_+1,fall._flanchard_+1,deeds.lua
available,fallens,body,DRK,119,23970,fallens_cuirass_+4,fall._cuirass_+4,dungeon_catalog.lua
available,fallens,feet,DRK,119,24105,fallens_sollerets_+4,fallens_so._+4,dungeon_catalog.lua
available,fallens,hands,DRK,119,24015,fallens_finger_gauntlets_+4,fall._fin._gaunt._+4,dungeon_catalog.lua
available,fallens,head,DRK,119,23925,fallens_burgeonet_+4,fall._burgeonet_+4,dungeon_catalog.lua
available,fallens,legs,DRK,119,24060,fallens_flanchard_+4,fall._flanchard_+4,dungeon_catalog.lua
available,falubeza,ranged,RNG,119,21228,falubeza,falubeza,dealer_moogle.lua
available,farsha,main,WAR/BST/GEO,119,20794,farsha,farsha,gear_progression_catalog.lua
available,farsha,main,WAR/BST/GEO,119,21752,farsha,farsha,dealer_moogle.lua
available,feast,legs,MNK/THF/RNG/NIN/BLU/COR/DNC/GEO/RUN,119,27223,feast_hose,feast_hose,armor_catalog.lua
available,felistris,head,WAR/MNK/THF/BST/NIN/DNC/GEO/RUN,119,27745,felistris_mask,felistris_mask,dealer_moogle.lua
available,fettering,main,WAR/RDM/PLD/DRK/COR/GEO/RUN,119,20698,fettering_blade,fettering_blade,dealer_moogle.lua
available,fili,body,BRD,119,23161,fili_hongreline_+2,fili_hongreline_+2,reforge_catalog.lua
available,fili,body,BRD,119,23496,fili_hongreline_+3,fili_hongreline_+3,reforge_catalog.lua
available,fili,body,BRD,119,26917,fili_hongreline_+1,fili_hongreline_+1,reforge_catalog.lua
available,fili,feet,BRD,119,23362,fili_cothurnes_+2,fili_cothurnes_+2,reforge_catalog.lua
available,fili,feet,BRD,119,23697,fili_cothurnes_+3,fili_cothurnes_+3,reforge_catalog.lua
available,fili,feet,BRD,119,27430,fili_cothurnes_+1,fili_cothurnes_+1,reforge_catalog.lua
available,fili,hands,BRD,119,23228,fili_manchettes_+2,fili_manchettes_+2,reforge_catalog.lua
available,fili,hands,BRD,119,23563,fili_manchettes_+3,fili_manchettes_+3,reforge_catalog.lua
available,fili,hands,BRD,119,27071,fili_manchettes_+1,fili_manchettes_+1,reforge_catalog.lua
available,fili,head,BRD,119,23094,fili_calot_+2,fili_calot_+2,reforge_catalog.lua
available,fili,head,BRD,119,23429,fili_calot_+3,fili_calot_+3,reforge_catalog.lua
available,fili,head,BRD,119,26759,fili_calot_+1,fili_calot_+1,reforge_catalog.lua
available,fili,legs,BRD,119,23295,fili_rhingrave_+2,fili_rhingrave_+2,reforge_catalog.lua
available,fili,legs,BRD,119,23630,fili_rhingrave_+3,fili_rhingrave_+3,reforge_catalog.lua
available,fili,legs,BRD,119,27256,fili_rhingrave_+1,fili_rhingrave_+1,reforge_catalog.lua
available,final,main,DRK,119,21814,final_sickle,final_sickle,mog_bonanza.lua
available,firangi,main,WAR/PLD/DRK/GEO/RUN,119,20678,firangi,firangi,dealer_moogle.lua
available,fists,main,MNK,119,20528,fists_of_fury_+1,fists_of_fury_+1,dealer_moogle.lua
available,flam,feet,WAR/PLD/DRK/SAM/DRG/GEO,119,25941,flam._gambieras_+1,flam._gambieras_+1,armor_catalog.lua
available,flam,hands,WAR/PLD/DRK/SAM/DRG/GEO,119,25819,flam._manopolas_+1,flam._manopolas_+1,armor_catalog.lua
available,flametongue,main,WAR/RDM/PLD/BLU/GEO,119,20673,flametongue,flametongue,mog_bonanza.lua
available,flyssa,main,PLD/DRK/GEO/RUN,119,20682,flyssa_+1,flyssa_+1,dealer_moogle.lua
available,foire,body,PUP,119,23124,foire_tobe_+2,foire_tobe_+2,deeds.lua
available,foire,body,PUP,119,23459,foire_tobe_+3,foire_tobe_+3,reforge_catalog.lua
available,foire,body,PUP,119,23957,foire_tobe_+4,foire_tobe_+4,dungeon_catalog.lua
available,foire,body,PUP,119,27845,foire_tobe_+1,foire_tobe_+1,deeds.lua
available,foire,feet,PUP,119,23325,foire_babouches_+2,foire_babouches_+2,deeds.lua
available,foire,feet,PUP,119,23660,foire_babouches_+3,foire_babouches_+3,reforge_catalog.lua
available,foire,feet,PUP,119,24092,foire_babouches_+4,foire_babouches_+4,dungeon_catalog.lua
available,foire,feet,PUP,119,28261,foire_bab._+1,foire_bab._+1,deeds.lua
available,foire,hands,PUP,119,23191,foire_dastanas_+2,foire_dastanas_+2,deeds.lua
available,foire,hands,PUP,119,23526,foire_dastanas_+3,foire_dastanas_+3,reforge_catalog.lua
available,foire,hands,PUP,119,24002,foire_dastanas_+4,foire_dastanas_+4,dungeon_catalog.lua
available,foire,hands,PUP,119,27981,foire_dastanas_+1,foire_dastanas_+1,deeds.lua
available,foire,head,PUP,119,23057,foire_taj_+2,foire_taj_+2,deeds.lua
available,foire,head,PUP,119,23392,foire_taj_+3,foire_taj_+3,reforge_catalog.lua
available,foire,head,PUP,119,23912,foire_taj_+4,foire_taj_+4,dungeon_catalog.lua
available,foire,head,PUP,119,27701,foire_taj_+1,foire_taj_+1,deeds.lua
available,foire,legs,PUP,119,23258,foire_churidars_+2,foire_churidars_+2,deeds.lua
available,foire,legs,PUP,119,23593,foire_churidars_+3,foire_churidars_+3,reforge_catalog.lua
available,foire,legs,PUP,119,24047,foire_churidars_+4,foire_churidars_+4,dungeon_catalog.lua
available,foire,legs,PUP,119,28128,foire_churidars_+1,foire_churidars_+1,deeds.lua
available,fomalhaut,ranged,RNG/COR,119,21485,fomalhaut,fomalhaut,dealer_moogle.lua
available,fomalhaut,ranged,RNG/COR,119,22143,fomalhaut,fomalhaut,dealer_moogle.lua
available,foppish,body,MNK/THF/RNG/NIN/BLU/COR/PUP/DNC/GEO/RUN,119,26877,foppish_tunica,foppish_tunica,synth
available,foppish,body,MNK/THF/RNG/NIN/BLU/COR/PUP/DNC/GEO/RUN,119,26878,foppish_tunica_+1,foppish_tunica_+1,synth
available,foreshock,main,PLD/DRK/GEO/RUN,119,20757,foreshock_sword,foreshock_sword,dealer_moogle.lua
available,forfend,sub,WAR/RDM/PLD/BST/SAM,119,26402,forfend_+1,forfend_+1,dealer_moogle.lua
available,founders,feet,WAR/PLD/DRK/SAM/DRG/GEO,119,28330,founders_greaves,founders_greaves,dungeon_catalog.lua
available,frazil,main,SMN,119,21167,frazil_staff,frazil_staff,dealer_moogle.lua
available,freydis,main,WAR/BST/GEO,119,21747,freydis,freydis,dealer_moogle.lua
available,fu,head,GEO/RUN,119,23084,fu._bandeau_+2,fu._bandeau_+2,deeds.lua
available,fu,head,GEO/RUN,119,23419,fu._bandeau_+3,fu._bandeau_+3,reforge_catalog.lua
available,fu,head,GEO/RUN,119,26667,fu._bandeau_+1,fu._bandeau_+1,deeds.lua
available,futhark,body,GEO/RUN,119,23151,futhark_coat_+2,futhark_coat_+2,deeds.lua
available,futhark,body,GEO/RUN,119,23486,futhark_coat_+3,futhark_coat_+3,reforge_catalog.lua
available,futhark,body,GEO/RUN,119,23984,futhark_coat_+4,futhark_coat_+4,dungeon_catalog.lua
available,futhark,body,GEO/RUN,119,26843,futhark_coat_+1,futhark_coat_+1,deeds.lua
available,futhark,feet,GEO/RUN,119,23352,futhark_boots_+2,futhark_boots_+2,deeds.lua
available,futhark,feet,GEO/RUN,119,23687,futhark_boots_+3,futhark_boots_+3,reforge_catalog.lua
available,futhark,feet,GEO/RUN,119,24119,futhark_boots_+4,futh._boots_+4,dungeon_catalog.lua
available,futhark,feet,GEO/RUN,119,27371,futhark_boots_+1,futhark_boots_+1,deeds.lua
available,futhark,hands,GEO/RUN,119,23218,futhark_mitons_+2,futhark_mitons_+2,deeds.lua
available,futhark,hands,GEO/RUN,119,23553,futhark_mitons_+3,futhark_mitons_+3,reforge_catalog.lua
available,futhark,hands,GEO/RUN,119,24029,futhark_mitons_+4,futhark_mitons_+4,dungeon_catalog.lua
available,futhark,hands,GEO/RUN,119,27019,futhark_mitons_+1,futhark_mitons_+1,deeds.lua
available,futhark,head,GEO/RUN,119,23939,futhark_bandeau_+4,fu._bandeau_+4,dungeon_catalog.lua
available,futhark,legs,GEO/RUN,119,23285,futhark_trousers_+2,futhark_trousers_+2,deeds.lua
available,futhark,legs,GEO/RUN,119,23620,futhark_trousers_+3,futhark_trousers_+3,reforge_catalog.lua
available,futhark,legs,GEO/RUN,119,24074,futhark_trousers_+4,futh._trousers_+4,dungeon_catalog.lua
available,futhark,legs,GEO/RUN,119,27195,futhark_trousers_+1,futhark_trousers_+1,deeds.lua
available,gada,main,WHM/BLM/SMN/SCH/GEO,119,21072,gada,gada,dealer_moogle.lua
available,gae,main,DRG/GEO,119,20943,gae_derg_+1,gae_derg_+1,dealer_moogle.lua
available,gambanteinn,main,WHM,119,21079,gambanteinn,gambanteinn,dealer_moogle.lua
available,gandiva,ranged,RNG,119,22116,gandiva,gandiva,dealer_moogle.lua
available,gandiva,ranged,RNG,119,22130,gandiva,gandiva,dealer_moogle.lua
available,gastraphetes,ranged,RNG,119,21266,gastraphetes,gastraphetes,dealer_moogle.lua
available,gastraphetes,ranged,RNG,119,22139,gastraphetes,gastraphetes,dealer_moogle.lua
available,gavialis,head,WAR/PLD/DRK/BST/SAM/NIN/DRG/GEO,119,26702,gavialis_helm,gavialis_helm,armor_catalog.lua
available,gazu,hands,MNK/WHM/BLM/RDM/THF/DRK/BRD/RNG/SMN/BLU/COR/PUP/DNC/SCH/GEO/RUN,119,27151,gazu_bracelets_+1,gazu_bracelets_+1,dealer_moogle.lua
available,gende,body,WHM/RDM/BRD/SCH,119,27877,gende._bliaut_+1,gende._bliaut_+1,dealer_moogle.lua
available,gende,feet,WHM/RDM/BRD/SCH,119,28300,gende._galosh._+1,gende._galosh._+1,augments.lua
available,gende,hands,WHM/RDM/BRD/SCH,119,28021,gende._gages_+1,gende._gages_+1,dealer_moogle.lua
available,gende,head,WHM/RDM/BRD/SCH,119,27731,gende._caubeen_+1,gende._caubeen_+1,dealer_moogle.lua
available,gende,legs,WHM/RDM/BRD/SCH,119,28163,gende._spats_+1,gende._spats_+1,dealer_moogle.lua
available,genmei,head,WAR/MNK/BST/BRD/RNG/SAM/NIN/GEO,119,25629,genmei_kabuto,genmei_kabuto,dealer_moogle.lua
available,genmei,sub,WHM/BLM/RDM/BRD/SMN/BLU/SCH,119,27645,genmei_shield,genmei_shield,dealer_moogle.lua
available,geo,body,GEO,119,27849,geo._tunic_+1,geo._tunic_+1,deeds.lua
available,geo,feet,GEO,119,23329,geo._sandals_+2,geo._sandals_+2,deeds.lua
available,geo,feet,GEO,119,23664,geo._sandals_+3,geo._sandals_+3,reforge_catalog.lua
available,geo,feet,GEO,119,28265,geo._sandals_+1,geo._sandals_+1,deeds.lua
available,geo,hands,GEO,119,23195,geo._mitaines_+2,geo._mitaines_+2,deeds.lua
available,geo,hands,GEO,119,23530,geo._mitaines_+3,geo._mitaines_+3,reforge_catalog.lua
available,geo,hands,GEO,119,27985,geo._mitaines_+1,geo._mitaines_+1,deeds.lua
available,geo,head,GEO,119,23061,geo._galero_+2,geo._galero_+2,deeds.lua
available,geo,head,GEO,119,23396,geo._galero_+3,geo._galero_+3,reforge_catalog.lua
available,geo,head,GEO,119,27705,geo._galero_+1,geo._galero_+1,deeds.lua
available,geo,legs,GEO,119,28132,geo._pants_+1,geo._pants_+1,deeds.lua
available,geomancy,body,GEO,119,23128,geomancy_tunic_+2,geomancy_tunic_+2,deeds.lua
available,geomancy,body,GEO,119,23463,geomancy_tunic_+3,geomancy_tunic_+3,reforge_catalog.lua
available,geomancy,body,GEO,119,23961,geomancy_tunic_+4,geo._tunic_+4,dungeon_catalog.lua
available,geomancy,feet,GEO,119,24096,geomancy_sandals_+4,geo._sandals_+4,dungeon_catalog.lua
available,geomancy,hands,GEO,119,24006,geomancy_mitaines_+4,geo._mitaines_+4,dungeon_catalog.lua
available,geomancy,head,GEO,119,23916,geomancy_galero_+4,geo._galero_+4,dungeon_catalog.lua
available,geomancy,legs,GEO,119,23262,geomancy_pants_+2,geomancy_pants_+2,deeds.lua
available,geomancy,legs,GEO,119,23597,geomancy_pants_+3,geomancy_pants_+3,reforge_catalog.lua
available,geomancy,legs,GEO,119,24051,geomancy_pants_+4,geo._pants_+4,dungeon_catalog.lua
available,glanzfaust,main,MNK,119,20510,glanzfaust,glanzfaust,dealer_moogle.lua
available,gletis,main,RDM/THF/BRD/RNG/NIN/COR/DNC,119,21567,gletis_knife,gletis_knife,gear_progression_catalog.lua
available,glyph,feet,SMN,119,23345,glyph._pigaches_+2,glyph._pigaches_+2,deeds.lua
available,glyph,feet,SMN,119,23680,glyph._pigaches_+3,glyph._pigaches_+3,reforge_catalog.lua
available,glyph,feet,SMN,119,27357,glyph._pigaches_+1,glyph._pigaches_+1,deeds.lua
available,glyphic,body,SMN,119,23144,glyphic_doublet_+2,glyphic_doublet_+2,deeds.lua
available,glyphic,body,SMN,119,23479,glyphic_doublet_+3,glyphic_doublet_+3,reforge_catalog.lua
available,glyphic,body,SMN,119,23977,glyphic_doublet_+4,glyphic_doublet_+4,dungeon_catalog.lua
available,glyphic,body,SMN,119,26829,glyphic_doublet_+1,glyphic_doublet_+1,deeds.lua
available,glyphic,feet,SMN,119,24112,glyphic_pigaches_+4,glyph._pigaches_+4,dungeon_catalog.lua
available,glyphic,hands,SMN,119,23211,glyphic_bracers_+2,glyphic_bracers_+2,deeds.lua
available,glyphic,hands,SMN,119,23546,glyphic_bracers_+3,glyphic_bracers_+3,reforge_catalog.lua
available,glyphic,hands,SMN,119,24022,glyphic_bracers_+4,glyph._bracers_+4,dungeon_catalog.lua
available,glyphic,hands,SMN,119,27005,glyphic_bracers_+1,glyphic_bracers_+1,deeds.lua
available,glyphic,head,SMN,119,23077,glyphic_horn_+2,glyphic_horn_+2,deeds.lua
available,glyphic,head,SMN,119,23412,glyphic_horn_+3,glyphic_horn_+3,reforge_catalog.lua
available,glyphic,head,SMN,119,23932,glyphic_horn_+4,glyphic_horn_+4,dungeon_catalog.lua
available,glyphic,head,SMN,119,26653,glyphic_horn_+1,glyphic_horn_+1,deeds.lua
available,glyphic,legs,SMN,119,23278,glyphic_spats_+2,glyphic_spats_+2,deeds.lua
available,glyphic,legs,SMN,119,23613,glyphic_spats_+3,glyphic_spats_+3,reforge_catalog.lua
available,glyphic,legs,SMN,119,24067,glyphic_spats_+4,glyph._spats_+4,dungeon_catalog.lua
available,glyphic,legs,SMN,119,27181,glyphic_spats_+1,glyphic_spats_+1,deeds.lua
available,godhands,main,MNK/PUP,119,20515,godhands,godhands,dealer_moogle.lua
available,gozuki,main,ALL,119,22056,gozuki_mezuki,gozuki_mezuki,dealer_moogle.lua
available,grace,feet,RNG/SAM/DRG/COR/GEO,119,24193,grace_sune-ate,grace_sune-ate,armor_catalog.lua
available,gridarvor,main,SMN,119,21174,gridarvor,gridarvor,dealer_moogle.lua
available,grioavolr,main,WHM/BLM/RDM/BRD/SMN/SCH/GEO,119,22054,grioavolr,grioavolr,dealer_moogle.lua
available,gungnir,main,DRG/GEO,119,21857,gungnir,gungnir,dealer_moogle.lua
available,guttler,main,BST,119,21750,guttler,guttler,dealer_moogle.lua
available,gyve,body,WHM/BLM/RDM/BRD/RNG/NIN/SMN/BLU/PUP/SCH/GEO,119,25708,gyve_doublet,gyve_doublet,dealer_moogle.lua
available,gyve,legs,WHM/BLM/RDM/BRD/RNG/NIN/SMN/BLU/PUP/SCH/GEO,119,27324,gyve_trousers,gyve_trousers,dealer_moogle.lua
available,habile,main,DRG/GEO,119,20932,habile_mazrak,habile_mazrak,dealer_moogle.lua
available,habilitator,main,BST,119,21749,habilitator_+1,habilitator_+1,dealer_moogle.lua
available,hachi,body,NIN,119,27840,hachi._chain._+1,hachi._chain._+1,deeds.lua
available,hachi,feet,NIN,119,28256,hachi._kyahan_+1,hachi._kyahan_+1,deeds.lua
available,hachi,head,NIN,119,27696,hachi._hatsu._+1,hachi._hatsu._+1,deeds.lua
available,hachi,legs,NIN,119,28123,hachi._hakama_+1,hachi._hakama_+1,deeds.lua
available,hachimonji,main,SAM/NIN,119,21975,hachimonji,hachimonji,gear_progression_catalog.lua
available,hachiya,body,NIN,119,23119,hachiya_chain._+2,hachiya_chain._+2,deeds.lua
available,hachiya,body,NIN,119,23454,hachiya_chain._+3,hachiya_chain._+3,reforge_catalog.lua
available,hachiya,body,NIN,119,23952,hachiya_chainmail_+4,hachi._chain._+4,dungeon_catalog.lua
available,hachiya,feet,NIN,119,23320,hachiya_kyahan_+2,hachiya_kyahan_+2,deeds.lua
available,hachiya,feet,NIN,119,23655,hachiya_kyahan_+3,hachiya_kyahan_+3,reforge_catalog.lua
available,hachiya,feet,NIN,119,24087,hachiya_kyahan_+4,hachiya_kyahan_+4,dungeon_catalog.lua
available,hachiya,hands,NIN,119,23186,hachiya_tekko_+2,hachiya_tekko_+2,deeds.lua
available,hachiya,hands,NIN,119,23521,hachiya_tekko_+3,hachiya_tekko_+3,reforge_catalog.lua
available,hachiya,hands,NIN,119,23997,hachiya_tekko_+4,hachiya_tekko_+4,dungeon_catalog.lua
available,hachiya,hands,NIN,119,27976,hachiya_tekko_+1,hachiya_tekko_+1,deeds.lua
available,hachiya,head,NIN,119,23052,hachiya_hatsu._+2,hachiya_hatsu._+2,deeds.lua
available,hachiya,head,NIN,119,23387,hachiya_hatsu._+3,hachiya_hatsu._+3,reforge_catalog.lua
available,hachiya,head,NIN,119,23907,hachiya_hatsuburi_+4,hachi._hatsu._+4,dungeon_catalog.lua
available,hachiya,legs,NIN,119,23253,hachiya_hakama_+2,hachiya_hakama_+2,deeds.lua
available,hachiya,legs,NIN,119,23588,hachiya_hakama_+3,hachiya_hakama_+3,reforge_catalog.lua
available,hachiya,legs,NIN,119,24042,hachiya_hakama_+4,hachiya_hakama_+4,dungeon_catalog.lua
available,hag,feet,BLM/RDM/SMN/BLU/SCH/GEO,119,28301,hag._sabots_+1,hag._sabots_+1,dealer_moogle.lua
available,hagondes,body,BLM/RDM/SMN/BLU/SCH/GEO,119,27878,hagondes_coat_+1,hagondes_coat_+1,dealer_moogle.lua
